employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
11,Findlay,Nickols,10/7/2000,Male,Other,Social Worker,Human Resources,3/21/2013,5/6/2019,123351.22,68.44,12.43,Bi-weekly,0.76,187-08-2248,92031 Nevada Lane,São Gonçalo do Sapucaí,,37490-000,213-460-5028,Findlay Nickols,476-139-6506,Widowed,Findlay Nickols,0,Doctorate,22,1.56,false,false
12,Nicholas,Feldhammer,5/20/1957,Male,Other,Assistant Manager,Legal,4/7/2008,3/7/2000,192163.02,60.27,83.58,Weekly,0.42,609-26-1203,74126 Vidon Alley,Ostashkov,,175276,736-196-9601,Nicholas Feldhammer,469-789-0058,Married,Nicholas Feldhammer,1,Bachelor's Degree,15,4.56,true,true
13,Leanora,Divina,12/16/1981,Female,Black,VP Sales,Support,7/19/2021,6/23/2010,86151.67,48.61,16.63,Monthly,0.98,827-31-3769,1930 Sachs Avenue,Ceerigaabo,,,721-726-6205,Leanora Divina,404-579-8139,Divorced,Leanora Divina,8,High School,22,2.51,false,true
14,Penrod,Durrett,12/12/1975,Male,Asian,Nurse Practicioner,Marketing,12/13/2006,7/10/2019,130434.14,30.91,76.2,Weekly,0.04,138-60-6319,7 Schiller Way,Thatèng,,,403-583-9697,Penrod Durrett,844-397-8596,Married,Penrod Durrett,3,High School,29,2.83,false,true
15,Margeaux,Keyes,12/21/1999,Female,Asian,Product Engineer,Marketing,6/5/2013,7/18/2016,74995.37,94.81,39.76,Weekly,0.76,250-12-5593,1357 School Avenue,Dubova (Driloni),,,664-834-0791,Margeaux Keyes,968-360-0819,Single,Margeaux Keyes,7,Master's Degree,40,4.57,false,true
16,Obie,Alty,4/8/1996,Male,White,Administrative Officer,Support,5/10/2017,3/11/2014,189664.19,14.24,81.54,Bi-weekly,0.64,655-97-7900,5 Rusk Alley,Corrego Grande,,88000-000,408-351-4562,Obie Alty,927-745-6455,Single,Obie Alty,5,High School,8,1.91,false,true
17,Elden,Reen,2/18/1987,Male,Black,Financial Analyst,Engineering,8/1/2002,7/14/2012,135065.95,68.41,30.98,Weekly,0.8,293-52-2674,69431 Miller Parkway,Macklin,SK,B0K,822-908-5235,Elden Reen,787-212-7459,Single,Elden Reen,9,Bachelor's Degree,42,4.06,true,true
18,Darnall,Karpf,1/29/1953,Male,White,Speech Pathologist,Research and Development,8/4/2002,5/17/2000,39382.73,71.66,14.57,Monthly,0.8,191-40-1486,47551 Shasta Way,Željezno Polje,,,306-774-5327,Darnall Karpf,875-568-8242,Widowed,Darnall Karpf,2,Master's Degree,49,2.82,false,true
19,Gordan,Howie,7/19/1963,Male,Other,Software Test Engineer III,Human Resources,12/5/2000,11/11/2014,100101.71,15.44,66.6,Bi-weekly,0.07,345-27-9790,3 Karstens Alley,Ngangpo,,,880-324-1290,Gordan Howie,721-432-4906,Divorced,Gordan Howie,1,Doctorate,16,4.13,true,true
20,Perri,Ferrarin,11/7/1980,Female,Asian,Geological Engineer,Research and Development,4/23/2000,12/20/2007,32728.59,64.19,85.04,Weekly,0.08,494-94-6709,479 Forest Street,Yeri,,,944-550-8764,Perri Ferrarin,842-802-0657,Married,Perri Ferrarin,3,Doctorate,47,4.59,false,false
21,Mark,Hollidge,7/9/1959,Male,Asian,Professor,Services,5/14/2009,11/7/2003,154384.64,76.94,39.33,Weekly,0.97,771-25-1052,2 Scott Place,Winong,,,148-233-7078,Mark Hollidge,896-171-9606,Married,Mark Hollidge,3,Bachelor's Degree,39,4.15,true,false
22,Dyanne,Gerald,9/12/1991,Female,Asian,Environmental Specialist,Product Management,7/4/2018,5/6/2017,45118.53,27.18,17.87,Bi-weekly,0.8,727-64-0821,76 Prairie Rose Trail,Bacolod,,9205,680-261-9077,Dyanne Gerald,772-610-9250,Widowed,Dyanne Gerald,1,Doctorate,34,2.93,false,false
23,Vasilis,Danaher,1/7/1956,Male,Black,Research Associate,Accounting,12/1/2009,5/18/2002,114088.06,33.56,79.02,Weekly,0.49,428-24-5286,340 Lawn Way,Seixas,06,3405-400,634-893-1634,Vasilis Danaher,132-766-2327,Married,Vasilis Danaher,7,Associate's Degree,24,2.26,false,false
24,Ag,Squirrel,6/25/1991,Female,Asian,Computer Systems Analyst I,Sales,3/29/2013,4/13/2002,174140.1,92.75,31.27,Weekly,0.45,546-69-1519,3 Hayes Center,Chemnitz,SN,09116,967-388-7411,Ag Squirrel,704-286-1955,Single,Ag Squirrel,10,High School,14,3.61,false,false
25,Marshall,Fessier,10/16/1961,Male,Asian,Developer III,Engineering,5/31/2010,11/13/2012,45636.93,95.96,31.55,Bi-weekly,0.03,862-47-3095,544 Hoffman Hill,Manggekompo,,,745-174-3844,Marshall Fessier,753-230-3487,Single,Marshall Fessier,10,Associate's Degree,6,3.54,true,false
26,Damita,Kalkofen,1/26/2001,Female,Asian,Safety Technician III,Marketing,3/11/2018,8/26/2020,27028.62,75.46,12.2,Weekly,0.39,283-45-0577,14897 Sheridan Hill,Gedian,,,504-604-0473,Damita Kalkofen,252-790-6913,Married,Damita Kalkofen,6,Associate's Degree,40,4.85,true,false
27,Garrard,Firebrace,2/22/1979,Male,Other,General Manager,Research and Development,7/25/2017,11/27/2001,100418.04,73.14,59.6,Bi-weekly,0.73,316-33-6118,48 Memorial Way,Psary,,32-546,154-358-6241,Garrard Firebrace,715-614-8143,Widowed,Garrard Firebrace,2,Associate's Degree,29,2.91,true,true
28,Patrizio,Portis,12/25/1959,Male,White,Junior Executive,Product Management,2/19/2000,12/24/2018,48247.89,88.79,99.15,Monthly,0.25,598-93-2143,3 Huxley Trail,Kidangbang,,,671-174-5102,Patrizio Portis,137-544-4903,Widowed,Patrizio Portis,1,Doctorate,4,3.55,false,true
29,Murdoch,Endrighi,8/3/1969,Male,Asian,Clinical Specialist,Marketing,6/22/2011,4/29/2004,31966.9,91.28,56.57,Weekly,0.33,880-07-8648,4444 Dwight Hill,Nangaroro,,,172-904-8792,Murdoch Endrighi,876-202-8241,Divorced,Murdoch Endrighi,0,Master's Degree,8,3.78,true,true
30,Vivyanne,Gillio,8/18/1997,Female,Hispanic,Geological Engineer,Research and Development,5/2/2010,8/29/2018,65898.68,68.45,56.26,Bi-weekly,0.78,225-94-8562,2 Oak Lane,Karangtawar,,,318-508-8890,Vivyanne Gillio,583-745-5053,Widowed,Vivyanne Gillio,2,Doctorate,3,3.2,true,true
31,Madelena,Ellis,8/16/1973,Female,White,Financial Analyst,Accounting,6/4/2017,3/30/2005,22291.61,74.67,76.59,Weekly,0.21,759-60-3238,203 Portage Hill,Yuyue,,,722-113-8407,Madelena Ellis,194-868-7498,Single,Madelena Ellis,5,Master's Degree,42,1.18,true,false
32,Rosabelle,Lemmanbie,2/6/1986,Female,Black,Food Chemist,Support,5/21/2015,6/10/2005,138176.53,42.75,97.7,Monthly,0.09,614-82-6418,66703 Debra Street,Karangpari,,,425-371-2648,Rosabelle Lemmanbie,830-959-5267,Widowed,Rosabelle Lemmanbie,4,Master's Degree,45,2.99,false,true
33,Doralia,Conre,7/31/1967,Female,Black,Analyst Programmer,Business Development,1/31/2018,3/29/2007,157475.85,83.01,70.03,Weekly,0.53,880-49-4387,50 Huxley Road,Bat Khela,,18351,319-684-1040,Doralia Conre,835-443-6224,Divorced,Doralia Conre,8,Associate's Degree,8,1.97,true,true
34,Em,MacGorman,3/13/1997,Male,Black,Senior Financial Analyst,Human Resources,10/2/2016,1/26/2000,86328.98,24.28,94.37,Bi-weekly,0.92,718-29-3440,03 Bartillon Hill,Lahān,,,560-308-0445,Em MacGorman,374-290-0628,Married,Em MacGorman,9,Master's Degree,3,3.52,true,true
35,Dottie,Ollet,12/18/1991,Female,Asian,Cost Accountant,Training,8/12/2005,12/10/2001,141750.74,57.96,93.28,Bi-weekly,0.73,424-39-9628,525 Moulton Court,Timoulilt,,,552-947-3644,Dottie Ollet,238-188-9997,Married,Dottie Ollet,2,Bachelor's Degree,35,4.42,true,false
36,Vannie,Alsop,10/5/1967,Female,Black,Payment Adjustment Coordinator,Training,10/22/2009,4/28/2007,51173.41,75.01,55.28,Bi-weekly,0.67,455-94-7037,125 Del Sol Center,Khantaghy,,,921-200-8894,Vannie Alsop,781-182-3249,Widowed,Vannie Alsop,7,Doctorate,6,3.06,true,false
37,Drusilla,Tedahl,11/23/1981,Female,White,Associate Professor,Services,9/19/2001,4/29/2017,186761.58,23.85,97.48,Weekly,0.3,519-43-2025,12 Holy Cross Avenue,Alès,A9,30104 CEDEX,152-618-8289,Drusilla Tedahl,354-544-3592,Divorced,Drusilla Tedahl,3,High School,39,3.66,true,false
38,Holden,Verman,3/30/2002,Male,Other,Software Engineer I,Human Resources,5/17/2021,10/23/2008,36743.27,46.58,44.76,Monthly,0.72,257-52-4533,64168 Kingsford Avenue,Aoyang,,,823-337-1799,Holden Verman,917-270-9014,Widowed,Holden Verman,2,Doctorate,33,2.75,true,false
39,Frances,Murdie,10/24/1971,Female,Asian,Media Manager I,Support,2/16/2011,6/21/2014,147666.63,87.35,10.24,Bi-weekly,0.26,889-90-5894,4397 Veith Court,Vyksa,,607069,457-482-4255,Frances Murdie,818-672-7459,Widowed,Frances Murdie,1,Associate's Degree,20,3.08,true,true
40,Josselyn,Burghill,11/10/1974,Female,Other,Human Resources Manager,Research and Development,9/26/2005,10/6/2006,152940.38,64.08,57.34,Monthly,0.55,238-65-1041,487 Tomscot Point,Fovissste,PUE,75483,140-651-1468,Josselyn Burghill,730-827-0437,Single,Josselyn Burghill,0,Doctorate,47,2.7,false,false
41,Abbot,Strotone,9/13/1969,Male,Black,Editor,Marketing,2/8/2004,6/1/2012,161708.96,57.26,35.35,Monthly,0.24,378-19-0708,07 Eagle Crest Center,Haymā’,,,800-737-5399,Abbot Strotone,845-156-5260,Widowed,Abbot Strotone,0,Bachelor's Degree,48,3.97,true,true
42,Torry,Gilbank,5/6/1986,Male,Other,Developer IV,Accounting,10/20/2017,4/20/2019,31309.08,98.49,58.75,Weekly,0.21,250-73-3306,61242 Burning Wood Plaza,Cidima,,,575-763-2262,Torry Gilbank,992-212-3761,Divorced,Torry Gilbank,4,Master's Degree,8,4.71,false,true
43,Nalani,Shallo,7/28/1999,Female,Hispanic,Programmer Analyst II,Accounting,11/4/2003,2/12/2007,85551.99,51.98,80.52,Bi-weekly,0.25,726-21-6058,42 Linden Circle,Szolnok,JN,5009,880-754-4234,Nalani Shallo,345-965-6305,Widowed,Nalani Shallo,0,Master's Degree,0,3.99,false,true
44,Allen,Avery,4/16/1955,Male,Black,Nurse Practicioner,Legal,5/9/2021,8/8/2008,79075.79,48.21,30.3,Bi-weekly,0.55,672-26-1717,0947 Buell Court,Kálymnos,,,873-420-3631,Allen Avery,342-209-6619,Married,Allen Avery,2,High School,8,1.4,false,false
45,Matelda,Minker,6/6/1988,Female,Black,Research Nurse,Services,10/13/2016,12/28/2020,156862.09,54.73,80.57,Bi-weekly,0.86,685-83-2447,34358 Blackbird Hill,Fonseca,,444018,155-376-3586,Matelda Minker,303-233-3287,Single,Matelda Minker,9,Master's Degree,39,4.42,true,true
46,Saraann,Grund,6/1/1970,Female,Black,VP Marketing,Accounting,5/23/2001,2/18/2018,197622.86,78.33,49.71,Monthly,0.85,353-34-6765,6 Anhalt Place,Huerta Grande,,5174,158-278-4859,Saraann Grund,329-147-0981,Married,Saraann Grund,4,Master's Degree,15,1.9,true,false
47,Felicle,Ottewell,7/10/1998,Female,Black,Biostatistician III,Business Development,7/4/2020,5/29/2008,165329.29,50.24,35.95,Weekly,0.21,754-22-8456,53 Del Sol Hill,Babice,,37-754,195-644-5672,Felicle Ottewell,299-958-2134,Widowed,Felicle Ottewell,7,Associate's Degree,23,2.71,true,true
48,Kylila,Westnage,9/11/1963,Female,White,Assistant Manager,Business Development,11/23/2011,12/3/2007,32475.36,53.31,75.58,Bi-weekly,0.17,300-06-5012,86 Onsgard Trail,Nanbin,,,571-879-2518,Kylila Westnage,715-923-7052,Widowed,Kylila Westnage,0,Bachelor's Degree,30,1.22,true,false
49,Timofei,Hakonsen,9/9/1965,Male,Other,Teacher,Marketing,9/4/2009,5/4/2020,92835.32,57.83,29.97,Weekly,0.33,305-39-7983,9 Everett Avenue,London,ENG,SW1E,413-562-1207,Timofei Hakonsen,372-578-1235,Married,Timofei Hakonsen,3,High School,24,3.06,false,false
50,Pammy,Bentame,5/10/1972,Female,Other,Data Coordinator,Legal,4/13/2016,8/9/2008,40615.93,25.14,97.93,Monthly,0.48,458-45-4196,4363 Marcy Way,Eira Nova,13,4625-220,720-228-7466,Pammy Bentame,603-574-9447,Widowed,Pammy Bentame,8,High School,40,2.11,true,false
51,Fernando,Yanez,5/2/1956,Male,Black,Biostatistician III,Human Resources,9/2/2021,11/1/2014,49070.45,44.36,26.48,Monthly,0.36,627-70-1237,3 American Avenue,Kuala Terengganu,TRG,20916,763-856-8836,Fernando Yanez,132-628-2971,Single,Fernando Yanez,6,Associate's Degree,12,2.06,true,true
52,Max,Marrow,12/20/1960,Female,Hispanic,Senior Quality Engineer,Research and Development,8/10/2010,9/11/2009,73361.76,94.69,87.58,Bi-weekly,0.03,402-44-9552,95 Dakota Center,Broto,,,840-996-1959,Max Marrow,717-394-8998,Divorced,Max Marrow,0,Bachelor's Degree,21,3.0,false,false
53,Karlie,Cuttler,5/26/1994,Female,Asian,Administrative Officer,Product Management,12/16/2005,11/23/2011,119070.81,25.67,74.61,Monthly,0.29,205-28-6364,03 Ridgeview Avenue,Piątnica,,18-421,940-718-3046,Karlie Cuttler,407-422-3465,Widowed,Karlie Cuttler,8,Doctorate,47,2.28,true,false
54,Miran,Tourne,2/26/1994,Female,Black,Marketing Manager,Business Development,7/6/2000,8/5/2018,62052.96,79.38,95.79,Monthly,0.83,148-74-5651,71161 Valley Edge Court,Xiaoyangqi,,,575-663-1756,Miran Tourne,812-899-0995,Married,Miran Tourne,10,Associate's Degree,49,4.93,false,true
55,Jedidiah,Leaf,4/10/1968,Male,Other,Financial Analyst,Business Development,11/23/2013,6/21/2015,32648.63,59.83,90.21,Weekly,0.13,745-57-5420,9 Paget Plaza,Stockholm,AB,105 17,395-893-6924,Jedidiah Leaf,330-801-8921,Widowed,Jedidiah Leaf,4,Doctorate,6,2.15,false,false
56,Alvis,Maty,6/11/1951,Male,Other,Graphic Designer,Research and Development,5/2/2012,1/20/2017,188705.97,22.05,85.06,Bi-weekly,0.42,435-68-4188,50029 Manufacturers Trail,Périgueux,97,24016 CEDEX,656-970-3971,Alvis Maty,432-964-2607,Single,Alvis Maty,5,High School,32,3.38,false,true
57,Karlie,Quadri,3/31/1976,Female,Black,VP Product Management,Business Development,5/27/2009,2/18/2007,70431.66,56.81,90.09,Bi-weekly,0.71,779-46-1440,344 Bobwhite Parkway,Guanzhuang,,,579-909-4042,Karlie Quadri,244-614-6609,Divorced,Karlie Quadri,0,Master's Degree,37,4.36,false,false
58,Hali,Vettore,5/21/1993,Female,Black,Accountant IV,Business Development,12/28/2014,7/5/2011,156343.33,52.46,12.09,Monthly,0.09,832-46-3701,8 Golf Course Way,Jindui,,,885-429-0697,Hali Vettore,377-517-1084,Single,Hali Vettore,2,Associate's Degree,28,1.78,true,true
59,Milly,Edyson,7/22/1963,Female,Other,Senior Sales Associate,Business Development,9/29/2002,9/17/2021,41868.08,43.1,52.86,Monthly,0.13,151-47-4559,3972 Summerview Plaza,Compiègne,B6,60204 CEDEX,645-191-3663,Milly Edyson,660-461-7521,Single,Milly Edyson,6,Associate's Degree,0,1.9,true,true
60,Tricia,Johananov,4/25/1971,Female,Asian,Administrative Assistant II,Business Development,7/17/2017,2/17/2007,164319.34,63.31,88.83,Bi-weekly,0.67,632-19-7286,4426 Vernon Place,Seoam,,,642-145-9920,Tricia Johananov,177-191-2615,Widowed,Tricia Johananov,7,Doctorate,49,4.37,true,false
61,Wynn,Guion,5/20/1986,Female,Asian,Associate Professor,Support,5/19/2021,9/22/2001,143991.15,48.78,35.32,Weekly,0.07,581-41-0695,333 Golden Leaf Trail,Rýmařov,,795 01,446-937-7282,Wynn Guion,542-372-3169,Single,Wynn Guion,5,Doctorate,26,4.13,false,true
62,Cherin,Been,8/6/1999,Female,Hispanic,Librarian,Support,5/8/2011,6/2/2007,43563.6,80.04,35.06,Bi-weekly,0.64,695-78-8198,607 Heath Center,Yingtan,,,931-817-1939,Cherin Been,993-778-2516,Married,Cherin Been,0,Master's Degree,14,4.78,false,false
63,Gustave,Andryushchenko,1/13/1965,Male,Black,Environmental Specialist,Marketing,6/5/2010,5/24/2008,122065.41,70.0,35.38,Bi-weekly,0.57,203-01-4192,91386 Harper Circle,Liuli,,,909-527-2319,Gustave Andryushchenko,977-549-2904,Widowed,Gustave Andryushchenko,0,Bachelor's Degree,29,2.05,false,false
64,Fiann,Benedikt,6/8/1986,Female,Other,Project Manager,Engineering,3/14/2017,6/26/2011,85523.8,56.71,51.47,Bi-weekly,0.86,421-90-9977,71751 Arrowood Alley,Mutum Biyu,,,528-372-0934,Fiann Benedikt,860-479-4377,Widowed,Fiann Benedikt,7,High School,32,2.63,false,true
65,Bria,Fairbank,2/25/1962,Female,Other,VP Quality Control,Human Resources,9/19/2000,12/28/2004,169434.92,73.66,69.48,Bi-weekly,0.65,450-53-9419,377 Oak Valley Point,Hanyuan,,,478-523-4941,Bria Fairbank,259-558-5398,Widowed,Bria Fairbank,1,Doctorate,11,4.82,false,false
66,Rubia,Paddock,12/10/1991,Female,Asian,Statistician I,Product Management,6/27/2000,9/25/2019,110514.57,73.54,43.96,Bi-weekly,0.56,144-98-4418,4 Derek Hill,Kertamukti,,,635-192-2557,Rubia Paddock,279-171-9408,Widowed,Rubia Paddock,7,Bachelor's Degree,18,1.62,false,false
67,Benyamin,Coultish,7/5/1987,Male,Asian,VP Product Management,Accounting,4/24/2006,2/16/2012,36297.66,85.47,70.45,Weekly,0.86,409-99-1080,2241 Novick Parkway,Washington,DC,20220,202-237-3936,Benyamin Coultish,732-702-4098,Married,Benyamin Coultish,1,Doctorate,36,3.56,true,true
68,Sharyl,Menezes,9/21/1987,Female,Hispanic,Help Desk Technician,Accounting,10/6/2019,9/28/2010,58498.98,97.45,47.03,Bi-weekly,0.07,626-18-4247,9 Mayer Lane,Rautjärvi,,56610,855-720-1220,Sharyl Menezes,703-242-5194,Divorced,Sharyl Menezes,5,Master's Degree,1,4.75,true,true
69,Shelley,Burner,1/1/1969,Male,Black,Chief Design Engineer,Engineering,1/10/2003,7/12/2008,182601.49,46.81,93.78,Weekly,0.27,210-51-6815,730 Delladonna Street,Cola,,,331-478-8549,Shelley Burner,384-111-7878,Widowed,Shelley Burner,6,High School,45,2.19,false,false
70,Tami,Henkens,1/9/1981,Female,Asian,Research Nurse,Research and Development,10/23/2006,3/11/2008,67358.47,27.77,10.25,Monthly,0.2,135-28-9615,424 Green Hill,Xilópolis,,,878-354-8479,Tami Henkens,132-214-5576,Divorced,Tami Henkens,5,Master's Degree,16,2.28,false,true
71,James,Zollner,11/8/1990,Male,Asian,Legal Assistant,Business Development,1/30/2019,8/26/2016,61271.9,38.88,75.41,Weekly,0.2,706-75-1239,69 Merry Hill,Novotitarovskaya,,353210,559-417-0293,James Zollner,969-408-7639,Divorced,James Zollner,9,Associate's Degree,15,1.77,false,false
72,Nance,Yerbury,5/23/1959,Female,White,Engineer II,Training,4/19/2009,11/14/2002,167663.33,58.22,15.24,Weekly,0.53,274-15-3034,832 Little Fleur Street,Suwangi Utara,,,844-654-5757,Nance Yerbury,313-349-0577,Single,Nance Yerbury,4,Master's Degree,15,3.43,true,false
73,Alonso,Sercombe,1/25/1987,Male,Black,Nurse,Research and Development,7/19/2001,5/3/2020,40257.77,91.53,37.4,Bi-weekly,0.54,264-97-7969,883 Oak Valley Alley,Teresópolis,,25950-000,731-261-9978,Alonso Sercombe,580-292-1828,Single,Alonso Sercombe,0,Associate's Degree,11,3.76,false,true
74,Yvor,Bratchell,2/27/1974,Male,White,Food Chemist,Training,8/4/2012,12/19/2020,95082.72,89.59,56.32,Bi-weekly,0.19,358-89-5931,5209 Prentice Terrace,Oumé,,,811-732-8944,Yvor Bratchell,951-104-5545,Widowed,Yvor Bratchell,8,Doctorate,12,2.99,false,false
75,Guillermo,Burnsyde,12/25/1983,Male,White,Statistician I,Legal,5/22/2000,2/28/2000,34972.66,23.04,94.8,Bi-weekly,0.96,122-84-7290,889 Buena Vista Trail,Beloha,,,548-854-9322,Guillermo Burnsyde,540-914-5001,Married,Guillermo Burnsyde,7,Doctorate,42,3.4,true,true
76,Donni,Attwoul,1/20/1969,Female,Other,Account Executive,Support,2/11/2008,7/7/2017,155005.62,71.74,87.78,Monthly,0.4,513-12-9583,2 Drewry Court,Cajueiro,,57770-000,154-325-5126,Donni Attwoul,326-505-1807,Single,Donni Attwoul,7,High School,32,4.88,true,false
77,Alexio,Kepling,4/21/1970,Male,Black,Junior Executive,Research and Development,12/23/2004,7/14/2020,145484.08,94.31,12.32,Monthly,0.41,660-30-3737,318 Carey Lane,Antipolo,,6005,918-999-1366,Alexio Kepling,395-976-3847,Married,Alexio Kepling,8,High School,42,2.82,false,true
78,Jocko,Huetson,6/13/1988,Male,Black,Quality Control Specialist,Training,11/15/2003,10/7/2004,104684.39,73.83,49.13,Monthly,0.06,536-51-6642,31094 Holy Cross Center,Hradec nad Moravici,,747 84,727-184-4235,Jocko Huetson,743-298-2137,Widowed,Jocko Huetson,1,Master's Degree,4,2.71,false,true
79,Ferne,Fortnum,10/24/1977,Female,White,Civil Engineer,Human Resources,6/18/2021,2/1/2007,92143.05,82.1,88.42,Weekly,0.83,351-68-6068,60 Browning Court,Laiya,,6215,757-218-0567,Ferne Fortnum,936-892-5627,Single,Ferne Fortnum,5,Doctorate,10,3.03,true,false
80,Brigida,Stoffers,11/11/2001,Female,Hispanic,Assistant Professor,Legal,5/30/2017,7/10/2021,193835.54,40.43,83.54,Bi-weekly,0.49,622-06-1237,457 Carey Place,Shengze,,,255-763-2910,Brigida Stoffers,309-518-1076,Single,Brigida Stoffers,8,Doctorate,9,3.74,true,true
81,Abbott,Theuss,3/17/1950,Male,Other,Software Test Engineer I,Human Resources,4/1/2009,7/18/2009,81808.79,50.56,48.2,Weekly,0.39,301-13-3876,47 Namekagon Lane,Nglorogan,,,757-556-0620,Abbott Theuss,219-524-4083,Divorced,Abbott Theuss,2,High School,26,1.94,true,true
82,Vikki,Arkle,2/2/1998,Female,Black,Speech Pathologist,Engineering,10/27/2000,4/16/2019,176991.19,50.48,70.82,Bi-weekly,0.56,540-18-0492,79 Elmside Lane,Orly aérogare,A8,94542 CEDEX,748-300-4148,Vikki Arkle,608-906-5146,Married,Vikki Arkle,6,Master's Degree,41,2.31,false,false
83,Constancy,Blaxall,9/22/1967,Female,Hispanic,VP Marketing,Accounting,3/14/2019,6/2/2014,51518.33,23.33,88.79,Monthly,0.13,387-63-9367,15471 Bartelt Crossing,Chengdu,,,594-654-7108,Constancy Blaxall,575-800-6822,Divorced,Constancy Blaxall,1,Bachelor's Degree,47,4.17,true,true
84,Cora,Pershouse,1/1/1974,Female,Hispanic,Programmer I,Human Resources,6/24/2010,12/20/2003,177098.86,83.21,45.52,Weekly,0.0,690-57-9071,36 Saint Paul Crossing,Chyšky,,398 53,540-300-7623,Cora Pershouse,683-665-7616,Widowed,Cora Pershouse,4,Doctorate,27,1.19,true,false
85,Millard,Playford,1/31/1951,Male,Other,Director of Sales,Training,6/5/2017,5/24/2003,74669.88,15.91,48.29,Bi-weekly,0.47,341-53-7826,60781 Birchwood Trail,Jalal-Abad,,,277-176-7933,Millard Playford,754-254-2940,Widowed,Millard Playford,2,Associate's Degree,41,1.29,true,false
86,Gil,Yapp,3/8/1992,Male,Asian,Payment Adjustment Coordinator,Support,5/29/2020,3/1/2006,155171.79,71.98,85.94,Weekly,0.46,155-71-7846,168 Cottonwood Place,Jizhou,,,763-597-0297,Gil Yapp,123-455-3654,Married,Gil Yapp,7,High School,1,2.69,true,true
