employee_id,first_name,last_name,date_of_birth,gender,ethnicity,job_title,department,hire_date,termination_date,salary,hourly_rate,overtime_rate,pay_frequency,tax_withholding,ssn,address,city,state,zip_code,phone_number,emergency_contact_name,emergency_contact_phone,marital_status,spouse_name,number_of_dependents,education_level,years_of_experience,performance_rating,benefits_eligible,union_member
11,Onfroi,Geerdts,7/29/1968,Male,Hispanic,Sales Representative,Human Resources,9/7/2011,8/6/2018,181163.48,15.37,93.35,Bi-weekly,0.35,662-07-3945,3460 Dennis Junction,San Miguel,,8301,858-513-1374,Onfroi Geerdts,291-759-1005,Single,Onfroi Geerdts,9,Bachelor's Degree,12,1.29,false,false
12,Pryce,Tocque,5/29/1978,Male,Other,Office Assistant IV,Services,9/24/2019,6/8/2017,70240.53,67.87,95.33,Weekly,0.7,118-93-4429,480 Manufacturers Place,Tamiso,,2819,366-152-1956,Pryce Tocque,458-466-3306,Divorced,Pryce Tocque,4,Bachelor's Degree,41,3.48,true,true
13,Windham,Copnall,3/7/1962,Male,Other,Senior Developer,Engineering,11/19/2014,9/1/2011,78823.53,56.94,28.87,Bi-weekly,1.0,326-86-7023,6538 Nevada Plaza,Turan,,668510,275-986-7932,Windham Copnall,109-710-4279,Single,Windham Copnall,4,Associate's Degree,23,2.33,false,true
14,Willem,Fountaine,7/12/2001,Male,White,Business Systems Development Analyst,Human Resources,8/30/2010,1/8/2001,36951.57,56.46,86.82,Weekly,0.17,532-85-7870,08641 Lien Avenue,Wilmington,NC,28410,910-908-9668,Willem Fountaine,803-818-8996,Widowed,Willem Fountaine,5,Bachelor's Degree,31,4.23,false,false
15,Zsa zsa,Duley,8/28/1970,Female,White,Accountant I,Support,11/17/2000,10/16/2003,130026.13,68.19,98.57,Monthly,0.01,310-49-1661,433 Myrtle Pass,San Miguel,,8301,228-318-4059,Zsa zsa Duley,400-655-5695,Widowed,Zsa zsa Duley,4,Master's Degree,5,2.7,true,false
16,Kristo,Tomet,5/5/1974,Male,Hispanic,Analyst Programmer,Research and Development,3/20/2005,7/18/2021,145734.0,97.92,75.71,Bi-weekly,0.73,214-28-5913,225 Walton Place,Sangba,,,940-934-4256,Kristo Tomet,412-560-2810,Married,Kristo Tomet,10,Bachelor's Degree,49,3.72,true,true
17,Jamie,Ransbury,8/25/1997,Male,Other,Recruiter,Training,11/23/2000,2/7/2015,157103.52,69.58,79.16,Bi-weekly,0.27,263-99-4298,67 Lawn Park,Taounate,,,136-776-3109,Jamie Ransbury,850-689-6100,Married,Jamie Ransbury,3,Doctorate,0,3.71,false,false
18,Essy,Vannet,6/6/1959,Female,Asian,Analog Circuit Design manager,Marketing,5/13/2009,11/6/2020,99422.82,56.51,19.51,Bi-weekly,0.51,577-77-2021,628 Prentice Park,Vannes,A2,56004 CEDEX,882-628-2837,Essy Vannet,448-472-5063,Widowed,Essy Vannet,9,Doctorate,23,2.0,false,false
19,Antoinette,Best,10/16/1976,Female,Hispanic,Staff Accountant I,Research and Development,8/13/2017,2/13/2016,59209.89,92.51,73.51,Monthly,0.37,154-78-9423,71 Susan Circle,Ganjiachang,,,705-512-8371,Antoinette Best,502-546-8008,Divorced,Antoinette Best,0,High School,44,4.19,true,true
20,Ailina,Charters,3/18/1978,Female,Other,Technical Writer,Services,2/3/2018,3/12/2015,113781.74,40.12,92.99,Monthly,0.28,745-80-3406,16119 Holy Cross Place,Kęsowo,,89-506,553-216-0863,Ailina Charters,728-149-4205,Divorced,Ailina Charters,2,Associate's Degree,6,2.41,false,false
21,Tripp,Coupar,4/22/1997,Male,Asian,Tax Accountant,Marketing,12/14/2006,5/22/2019,51004.67,65.6,68.56,Monthly,0.3,537-46-6369,3 Sommers Crossing,Jasienica,,43-385,542-342-4849,Tripp Coupar,563-463-2727,Single,Tripp Coupar,10,Doctorate,22,1.42,false,true
22,Nap,Girardez,2/16/1963,Male,White,Recruiting Manager,Product Management,10/27/2015,8/23/2020,155753.41,60.98,36.92,Monthly,0.04,637-37-8344,3709 Kinsman Way,Longsheng,,,379-931-6252,Nap Girardez,676-916-3315,Single,Nap Girardez,7,Bachelor's Degree,35,1.58,true,true
23,Madge,Chinery,3/3/1956,Female,White,Programmer II,Training,3/29/2012,1/22/2021,109149.25,35.71,55.28,Bi-weekly,0.78,779-13-0788,8 Fulton Drive,Detupia,,,770-814-8568,Madge Chinery,140-344-6858,Married,Madge Chinery,6,Doctorate,32,1.17,false,true
24,Jinny,Maric,11/2/1981,Female,Hispanic,Data Coordinator,Marketing,1/17/2004,8/20/2009,179458.58,17.58,97.99,Weekly,0.56,201-47-8609,85 Gateway Drive,Santo Domingo,,11205,488-348-5809,Jinny Maric,740-916-6974,Married,Jinny Maric,9,Master's Degree,15,2.53,false,false
25,Bram,Colbourn,11/24/1979,Male,Hispanic,Research Assistant II,Business Development,11/28/2016,4/1/2006,44501.46,26.25,89.39,Weekly,0.71,108-85-6785,6 Portage Terrace,Smolenskaya,,353254,752-602-1695,Bram Colbourn,504-739-1669,Widowed,Bram Colbourn,1,Master's Degree,39,2.77,false,false
26,Ford,Moorey,5/19/1965,Male,White,Biostatistician II,Marketing,6/8/2000,4/11/2020,20425.63,44.5,23.94,Bi-weekly,0.44,609-36-1285,70 6th Way,Gawul,,,631-526-0352,Ford Moorey,319-416-5018,Widowed,Ford Moorey,0,High School,39,2.81,true,true
27,Dolf,Coughtrey,5/6/1960,Male,Hispanic,Teacher,Engineering,10/16/2008,6/1/2012,168587.55,28.71,90.42,Monthly,0.53,534-91-0245,04 Mayfield Drive,Homa Bay,,,964-837-2579,Dolf Coughtrey,189-116-6066,Single,Dolf Coughtrey,5,Master's Degree,25,3.97,true,true
28,Ardis,Hallstone,1/4/1978,Female,Hispanic,Assistant Media Planner,Research and Development,3/16/2011,2/1/2016,80201.91,40.44,75.89,Weekly,0.19,730-92-6014,01 Del Sol Hill,Limoncito,,,997-541-5148,Ardis Hallstone,513-143-7288,Widowed,Ardis Hallstone,9,Master's Degree,19,3.29,true,false
29,Duffy,Meyer,4/3/1990,Male,Hispanic,Assistant Manager,Sales,7/5/2004,8/14/2015,73304.02,81.52,96.09,Bi-weekly,0.19,399-64-7252,810 Hermina Avenue,Janeng,,,839-906-7729,Duffy Meyer,675-885-9446,Widowed,Duffy Meyer,4,Bachelor's Degree,14,4.95,false,false
30,Michaeline,O'Logan,5/12/1959,Female,Hispanic,Occupational Therapist,Human Resources,12/3/2004,8/21/2019,176097.59,67.17,44.14,Weekly,0.54,399-66-9587,7 Rieder Alley,Yijing,,,414-861-5007,Michaeline O'Logan,539-928-2767,Divorced,Michaeline O'Logan,7,Associate's Degree,2,4.79,true,false
31,Marc,Allabarton,4/18/1956,Male,Hispanic,Automation Specialist III,Training,7/31/2014,12/1/2004,156840.95,35.97,83.12,Weekly,0.65,439-72-7596,6 Mccormick Trail,Engenheiro Beltrão,,87270-000,114-989-4278,Marc Allabarton,106-260-9171,Widowed,Marc Allabarton,4,Associate's Degree,35,1.73,true,false
32,Lila,Colqueran,7/30/1952,Female,Asian,Analyst Programmer,Research and Development,6/8/2000,2/28/2014,149486.93,65.17,43.45,Bi-weekly,0.65,211-07-4088,5 Blue Bill Park Trail,Balengbeng,,,812-101-9386,Lila Colqueran,120-978-2443,Widowed,Lila Colqueran,9,Associate's Degree,29,2.39,true,false
33,Ravid,Arlett,3/23/1988,Male,Asian,Safety Technician IV,Product Management,4/11/2011,12/13/2015,196936.39,21.99,84.53,Bi-weekly,0.57,856-31-7495,48840 Sloan Pass,Watsa,,,284-134-9484,Ravid Arlett,899-833-2915,Widowed,Ravid Arlett,0,Doctorate,39,4.88,true,false
34,Trent,Trever,12/27/1956,Male,Black,Health Coach I,Human Resources,11/23/2014,9/18/2019,71153.66,50.1,57.35,Bi-weekly,0.8,187-89-7525,4000 Crescent Oaks Park,Burgos,,8424,719-934-2624,Trent Trever,168-498-9495,Single,Trent Trever,4,Doctorate,19,4.71,true,false
35,Leonard,Wolfinger,3/2/1964,Male,Asian,Structural Analysis Engineer,Engineering,4/28/2012,1/29/2004,108240.28,62.2,74.15,Weekly,0.42,416-54-7645,16356 Norway Maple Court,Colombes,A8,92709 CEDEX,772-341-5221,Leonard Wolfinger,711-532-9055,Married,Leonard Wolfinger,5,Bachelor's Degree,35,1.22,true,true
36,Abdul,Whitlaw,7/3/1989,Male,Asian,Actuary,Product Management,6/14/2020,1/8/2013,154987.73,16.92,90.84,Monthly,0.46,307-78-0260,83973 Jenifer Drive,Rixinhe,,,128-970-0618,Abdul Whitlaw,497-604-8334,Divorced,Abdul Whitlaw,9,Associate's Degree,21,3.65,true,true
37,Baily,Phillippo,11/4/1965,Male,Asian,Community Outreach Specialist,Training,1/30/2003,4/16/2010,40203.8,16.5,42.64,Bi-weekly,0.67,471-92-6781,089 Clarendon Drive,Mykonos,,,419-174-6058,Baily Phillippo,538-918-9879,Married,Baily Phillippo,10,Associate's Degree,29,1.87,true,false
38,Elyn,Siddele,11/16/1974,Female,White,Help Desk Technician,Support,7/14/2021,12/29/2010,44128.8,56.05,82.4,Weekly,0.12,563-06-3457,2765 Monument Avenue,Kisumu,,,579-620-2088,Elyn Siddele,831-648-6056,Married,Elyn Siddele,1,Doctorate,39,1.35,false,true
39,Barbra,Marriott,1/19/1994,Female,Hispanic,Senior Quality Engineer,Marketing,2/28/2008,1/6/2000,38122.98,19.65,63.12,Bi-weekly,0.59,584-63-0853,36 Harbort Place,Santiago,MEX,54784,982-659-5499,Barbra Marriott,796-242-2123,Single,Barbra Marriott,6,Doctorate,50,4.65,false,false
40,Giordano,Kramer,5/7/1984,Male,Asian,Nuclear Power Engineer,Engineering,10/2/2006,12/28/2000,159771.25,85.61,77.71,Bi-weekly,0.51,451-98-1642,465 Buena Vista Way,Tingping,,,926-340-2118,Giordano Kramer,157-748-9609,Married,Giordano Kramer,8,High School,26,3.73,false,false
41,Haley,Parkhouse,1/29/1976,Male,Other,VP Marketing,Research and Development,9/5/2017,7/28/2000,119096.76,40.18,63.84,Weekly,0.41,193-92-7496,13 Oxford Plaza,Magdalena,,,229-918-3338,Haley Parkhouse,582-480-6632,Widowed,Haley Parkhouse,1,Associate's Degree,9,1.24,true,true
42,Britte,Blues,2/12/1981,Female,Black,Help Desk Technician,Product Management,12/19/2000,9/6/2009,84474.93,76.27,55.52,Bi-weekly,0.3,530-54-0301,6 Brentwood Park,Strančice,,251 63,305-364-1699,Britte Blues,832-925-8004,Widowed,Britte Blues,7,Doctorate,43,3.56,false,false
43,Graig,Jerzak,10/14/1986,Male,Other,Assistant Professor,Product Management,11/30/2004,2/3/2020,115671.44,41.87,72.89,Weekly,0.11,338-91-4780,3 Independence Point,Colmar,C1,68020 CEDEX,329-572-9889,Graig Jerzak,741-923-5239,Married,Graig Jerzak,8,Associate's Degree,42,4.34,true,false
44,Sunny,Dilley,2/1/1976,Male,Asian,Senior Sales Associate,Human Resources,11/11/2003,7/8/2011,158503.57,91.7,40.95,Weekly,0.62,236-13-2494,4 Old Gate Park,Ngadipuro,,,650-635-9289,Sunny Dilley,292-892-6247,Married,Sunny Dilley,9,Associate's Degree,0,1.83,false,false
45,Henrie,Sharram,5/8/1973,Female,Asian,Civil Engineer,Sales,5/3/2000,12/5/2014,67412.46,66.86,99.01,Bi-weekly,0.85,849-17-1241,2930 Dryden Pass,Wuda,,,964-373-5852,Henrie Sharram,563-924-8228,Widowed,Henrie Sharram,5,Doctorate,31,2.13,false,false
46,Georgetta,Prendergast,11/9/1966,Female,White,Professor,Engineering,1/11/2004,1/8/2003,60992.82,85.33,29.15,Bi-weekly,0.03,726-21-2403,7 Wayridge Trail,Ulashan,,,601-509-6521,Georgetta Prendergast,814-794-2501,Single,Georgetta Prendergast,10,Bachelor's Degree,27,1.34,true,false
47,Garrek,Sakins,8/24/2002,Male,White,Assistant Media Planner,Services,5/27/2016,5/27/2006,183879.36,17.14,14.92,Bi-weekly,0.59,843-17-1367,9 Dawn Place,Chum Phuang,,30270,431-912-8708,Garrek Sakins,610-522-3960,Married,Garrek Sakins,4,High School,5,1.46,false,false
48,Barrie,Caffin,1/24/1989,Female,Asian,Account Representative IV,Support,7/12/2004,4/15/2011,156693.9,40.14,55.33,Monthly,0.69,639-27-6064,83 Hanson Plaza,Tashla,,461199,469-351-3959,Barrie Caffin,229-162-4679,Widowed,Barrie Caffin,3,Doctorate,35,1.18,false,true
49,Courtnay,Curtois,2/14/1985,Male,Asian,Geological Engineer,Engineering,4/15/2020,11/13/2011,157609.17,60.03,96.34,Monthly,0.95,605-77-6738,5262 Warner Lane,Maracanaú,,61900-000,924-816-4492,Courtnay Curtois,752-592-8171,Married,Courtnay Curtois,7,Master's Degree,47,3.18,true,false
50,Codie,Severwright,11/15/2002,Male,Asian,Internal Auditor,Services,6/22/2012,2/24/2016,33099.4,22.84,27.82,Monthly,0.13,133-58-5734,83481 Mayfield Lane,Duobagou,,,700-466-3406,Codie Severwright,622-108-3202,Widowed,Codie Severwright,7,High School,2,1.77,false,true
51,Gabrila,Patterson,4/26/1951,Female,Hispanic,Developer III,Services,8/6/2016,11/27/2018,113047.69,90.15,44.95,Monthly,0.62,811-23-3368,00 Kedzie Hill,Chengqu,,,133-320-9556,Gabrila Patterson,766-186-7858,Single,Gabrila Patterson,7,Associate's Degree,12,3.3,true,false
52,Bernetta,Han,6/24/1985,Female,Asian,Statistician II,Accounting,9/24/2010,1/11/2011,46228.63,51.42,66.47,Weekly,0.04,133-73-5489,9 Ronald Regan Point,Videira,,89560-000,382-488-5924,Bernetta Han,388-650-7764,Married,Bernetta Han,6,High School,25,4.71,false,false
53,Mireille,Capell,5/11/1968,Female,Other,Budget/Accounting Analyst II,Marketing,3/28/2008,5/19/2019,197423.84,74.13,88.13,Monthly,0.83,645-40-6932,8169 Dapin Place,Świlcza,,36-072,338-819-6799,Mireille Capell,266-183-6520,Married,Mireille Capell,4,Bachelor's Degree,20,3.25,true,false
54,Sloane,Wash,12/17/1957,Male,Black,Environmental Specialist,Research and Development,12/21/2018,2/2/2008,99354.34,57.73,77.78,Bi-weekly,0.94,202-48-9563,691 Laurel Terrace,Tuban,,3803,254-531-9086,Sloane Wash,516-838-7418,Divorced,Sloane Wash,5,Bachelor's Degree,47,2.08,false,true
55,Ab,Clubley,5/14/1950,Male,Hispanic,Teacher,Services,7/10/2005,3/17/2003,152703.79,72.28,32.38,Monthly,0.99,670-03-1761,09237 Mosinee Avenue,Yushu,,,347-315-7026,Ab Clubley,604-627-9275,Divorced,Ab Clubley,1,Doctorate,41,4.99,true,false
56,Pavel,O' Mahony,1/17/1952,Male,White,Structural Engineer,Accounting,10/26/2014,9/27/2011,82490.32,47.03,69.65,Weekly,0.41,173-79-0292,1844 Sauthoff Crossing,Limoeiro,,55700-000,971-675-3545,Pavel O' Mahony,373-373-3087,Divorced,Pavel O' Mahony,7,Bachelor's Degree,22,4.77,false,true
57,Marvin,Rowlett,2/3/1978,Male,White,Speech Pathologist,Research and Development,10/3/2006,10/17/2004,116866.5,56.19,48.08,Bi-weekly,1.0,515-04-3465,5664 Waywood Alley,Paris 14,A8,75669 CEDEX 14,557-303-4247,Marvin Rowlett,299-202-6349,Married,Marvin Rowlett,2,High School,45,2.95,false,true
58,Elonore,Strutley,8/8/1973,Female,White,Graphic Designer,Services,1/3/2010,11/2/2004,74101.24,40.0,43.7,Monthly,0.01,492-97-3756,72465 Ridgeview Hill,Cibunar,,,935-238-0086,Elonore Strutley,592-515-2581,Single,Elonore Strutley,7,Bachelor's Degree,34,2.77,true,false
59,Kare,Antognozzii,1/26/1991,Female,White,VP Accounting,Support,1/3/2002,11/2/2014,178190.27,26.93,79.69,Monthly,0.67,564-32-2192,39 Scofield Trail,Alvalade,15,7565-017,177-318-6229,Kare Antognozzii,553-527-0786,Single,Kare Antognozzii,4,Bachelor's Degree,44,4.74,true,true
60,Bren,Percy,4/26/1951,Male,Other,Librarian,Human Resources,10/2/2015,8/12/2017,140629.99,65.07,42.97,Monthly,0.81,787-30-7657,9254 Bluestem Street,Rouen,A7,76011 CEDEX,847-834-5207,Bren Percy,173-183-7065,Single,Bren Percy,2,Master's Degree,18,4.7,true,false
61,Marthe,Karslake,11/25/1990,Female,Asian,Help Desk Technician,Research and Development,10/13/2017,1/8/2007,124045.88,51.29,93.62,Bi-weekly,0.5,691-79-7361,907 Westridge Place,Tārūt,,,459-101-1493,Marthe Karslake,946-726-6066,Widowed,Marthe Karslake,7,Associate's Degree,10,2.47,false,false
62,Averell,Isenor,8/18/1969,Male,Other,Computer Systems Analyst IV,Support,1/5/2011,4/7/2014,50988.56,10.03,92.06,Bi-weekly,0.38,460-43-9849,1 Darwin Road,Leeds,ENG,LS6,267-910-9114,Averell Isenor,212-715-8514,Single,Averell Isenor,0,Bachelor's Degree,34,3.2,true,true
63,Lind,Braim,11/5/1970,Male,Hispanic,Recruiter,Accounting,1/22/2013,5/17/2015,72861.2,40.71,22.06,Monthly,0.33,880-82-3447,4248 Crowley Court,Tuapse,,352808,159-903-5781,Lind Braim,605-647-1521,Single,Lind Braim,9,Associate's Degree,2,1.67,false,true
64,Denys,Howorth,8/6/1978,Male,Black,Account Coordinator,Sales,2/11/2000,4/22/2020,20154.35,99.52,17.12,Weekly,0.59,347-43-8064,9514 Carioca Plaza,Bang Rak,,10500,598-978-3905,Denys Howorth,290-585-7874,Divorced,Denys Howorth,5,Doctorate,21,2.79,true,false
65,Dana,Daviddi,4/8/1956,Male,Asian,Software Test Engineer III,Human Resources,2/22/2006,7/6/2002,22019.66,24.05,85.29,Monthly,0.44,734-89-8710,83 Graedel Way,Plottier,,8316,455-706-3089,Dana Daviddi,950-844-8037,Divorced,Dana Daviddi,7,High School,19,2.63,true,false
66,Lorita,Aldington,12/26/1968,Female,Asian,Community Outreach Specialist,Training,12/7/2015,1/15/2017,155302.66,93.43,90.59,Monthly,0.43,654-51-2208,28 Katie Way,Jiangwan,,,211-828-6974,Lorita Aldington,711-244-7090,Widowed,Lorita Aldington,4,Bachelor's Degree,38,1.13,true,false
67,Georgi,Patemore,3/20/1987,Male,Asian,Community Outreach Specialist,Sales,3/16/2008,6/21/2017,68645.1,23.31,26.4,Weekly,0.6,674-11-7244,0091 Bellgrove Alley,Benito Juarez,OAX,68448,786-839-0600,Georgi Patemore,517-511-0826,Single,Georgi Patemore,1,Associate's Degree,24,2.47,false,false
68,Sherye,Whyffen,10/4/1966,Female,Other,Senior Developer,Research and Development,4/29/2005,10/7/2002,39488.34,13.2,73.97,Bi-weekly,0.36,257-18-7929,122 Dryden Place,Pho Si Suwan,,31230,417-207-8456,Sherye Whyffen,763-629-8747,Married,Sherye Whyffen,6,Associate's Degree,2,2.04,false,true
69,Elaina,Wardroper,2/9/1976,Female,Other,VP Product Management,Legal,6/19/2003,11/17/2018,125603.45,86.25,92.92,Weekly,0.02,479-07-6422,0284 Lakewood Gardens Junction,Batukuta,,,269-841-3921,Elaina Wardroper,847-539-9371,Married,Elaina Wardroper,2,Doctorate,15,1.03,true,false
70,Theobald,Gwynne,4/17/1953,Male,Other,Research Assistant I,Sales,10/25/2010,6/2/2020,199764.93,77.15,40.81,Monthly,0.35,740-89-8184,7 4th Pass,Liujiage,,,660-169-3026,Theobald Gwynne,447-290-4893,Widowed,Theobald Gwynne,10,Master's Degree,24,3.59,true,true
71,Rollins,Loudiane,8/12/1983,Male,Other,Executive Secretary,Human Resources,11/2/2016,8/15/2005,22055.13,86.8,16.89,Bi-weekly,0.66,165-05-6943,313 Colorado Place,Jūrīsh,,,214-963-2614,Rollins Loudiane,506-271-7290,Single,Rollins Loudiane,8,Doctorate,24,3.13,false,false
72,Jerrie,Hiers,6/5/1998,Female,Hispanic,Occupational Therapist,Services,1/9/2019,6/12/2000,77692.39,19.0,68.23,Monthly,0.6,898-78-1597,50506 Farmco Point,Unisław,,86-260,115-158-2112,Jerrie Hiers,169-429-4298,Divorced,Jerrie Hiers,1,High School,36,1.29,true,false
73,Wallie,Prator,6/28/1985,Female,Other,Legal Assistant,Research and Development,8/2/2005,4/22/2020,141893.77,45.76,50.44,Weekly,0.68,155-74-4793,18428 Bonner Pass,Ganquan,,,254-980-2679,Wallie Prator,933-116-9038,Married,Wallie Prator,6,Associate's Degree,39,3.1,true,false
74,Rosina,Sander,7/24/1952,Female,Other,Sales Associate,Engineering,9/1/2007,8/1/2004,159987.54,73.98,78.81,Monthly,0.4,837-43-8665,117 Beilfuss Lane,Passa Quatro,,37460-000,890-373-3681,Rosina Sander,504-312-3180,Widowed,Rosina Sander,9,High School,33,4.18,false,true
75,Findlay,Bailey,4/3/1952,Male,Asian,Statistician III,Engineering,3/18/2015,8/2/2020,32223.54,22.3,52.41,Monthly,0.47,704-44-1305,54271 Warrior Junction,Vista Hermosa,GRO,39130,625-808-1753,Findlay Bailey,672-643-7465,Married,Findlay Bailey,7,High School,6,3.35,false,false
76,Hale,Mead,3/15/1977,Male,Black,Account Executive,Services,11/2/2013,9/20/2016,52815.41,60.56,35.03,Monthly,0.99,289-45-4507,29610 Bayside Circle,Pendawanbaru,,,606-600-4213,Hale Mead,652-480-9640,Divorced,Hale Mead,9,High School,22,1.69,true,false
77,Anne-corinne,Leif,12/24/1961,Female,Other,Quality Engineer,Product Management,5/1/2000,12/9/2017,137548.65,94.31,64.14,Bi-weekly,0.72,380-01-4480,1833 Hayes Center,Paniówki,,44-177,656-214-7603,Anne-corinne Leif,700-213-0185,Married,Anne-corinne Leif,7,Master's Degree,30,4.22,false,true
78,Gasper,Videan,3/9/1976,Male,Asian,Assistant Professor,Research and Development,1/16/2013,3/11/2015,112445.02,86.97,47.78,Monthly,0.58,233-04-1151,9307 Lighthouse Bay Crossing,Kambatatamakawu,,,431-259-6696,Gasper Videan,203-880-4600,Divorced,Gasper Videan,0,Doctorate,16,4.33,false,false
79,Boyd,Wilbud,3/5/1982,Male,Hispanic,Accountant I,Training,4/10/2002,4/27/2000,151434.49,95.88,20.76,Monthly,0.93,710-14-8563,9906 Marcy Terrace,Jambesari,,,107-960-7124,Boyd Wilbud,159-132-0187,Divorced,Boyd Wilbud,1,Associate's Degree,6,4.12,true,true
80,Anya,Muncie,1/17/1959,Female,Hispanic,Programmer I,Training,9/2/2018,8/28/2011,105629.65,70.42,34.0,Monthly,0.5,424-81-4197,556 Kings Crossing,Sélibabi,,,836-256-7602,Anya Muncie,792-228-7521,Single,Anya Muncie,7,Doctorate,29,1.08,true,false
81,Nicol,Bonaire,7/27/1952,Male,White,Legal Assistant,Human Resources,6/9/2004,1/20/2015,185198.57,94.85,91.83,Weekly,0.94,442-06-3820,865 Daystar Circle,Ciro Redondo,,,440-536-2911,Nicol Bonaire,863-160-0948,Divorced,Nicol Bonaire,9,Associate's Degree,39,4.67,true,false
82,Clementina,Wilfinger,10/20/1987,Female,Hispanic,Quality Control Specialist,Services,12/15/2014,3/15/2005,135182.04,91.03,44.89,Monthly,0.27,214-38-6940,74694 Parkside Avenue,Pantalowice,,37-224,794-744-3996,Clementina Wilfinger,563-408-8187,Divorced,Clementina Wilfinger,10,Associate's Degree,18,3.5,true,true
83,Valenka,Wharram,11/3/1969,Female,Other,Programmer Analyst III,Product Management,9/27/2012,5/25/2004,23410.08,99.69,54.64,Weekly,0.01,332-98-4329,608 Nancy Plaza,Jianping,,,172-788-7617,Valenka Wharram,964-780-5852,Divorced,Valenka Wharram,0,Bachelor's Degree,12,3.09,true,false
84,Miguela,Hovy,10/31/1999,Female,Black,VP Accounting,Human Resources,4/1/2005,9/23/2020,51628.87,28.82,79.11,Weekly,0.81,722-55-7725,958 Carey Terrace,Zadvorsko,,10257,804-679-7359,Miguela Hovy,718-640-7562,Divorced,Miguela Hovy,10,Doctorate,7,1.71,true,false
85,Angelia,Pickard,6/27/1956,Female,Asian,Cost Accountant,Marketing,4/5/2020,8/5/2021,46990.51,68.49,45.98,Bi-weekly,0.33,330-78-2197,045 Portage Circle,New York City,NY,10039,917-806-9502,Angelia Pickard,773-780-2639,Widowed,Angelia Pickard,2,High School,29,4.05,true,true
